,LGU+ 미디어플랫폼 MSA전환 개발항목 검토,,,,,,,,, ,,,,,,, ,,,,,,,,,,,,,,,,,
,구분,,,,대상구분,,,,,,,,,,,,,개발 정보,,,,,,,,,,,,,,,,
,요구사항ID,상태,시스템,기능,세부반영구분,Phase 구분,오픈일정,재조정 0708,주차별 오픈일정,대메뉴,중메뉴,소메뉴,Domain,서비스/운영 구분,요구사항명,API,설명,CUD 여부,CUD 여부 검증,NAS 사용,실시간,캐시필요,개발 난이도,UI,통계,내부연동,외부연동,DB,캐시,배치,아이들나라 대상,"시험자동화
,IMCS_IPTV_031,,IMCS,IPTV,,5차,2023-03-29,5차,2023-03-29,API,IPTV,구매,Pruchasing,서비스,구매 목록 삭제,rmNXPurchased,구매목록 삭제,"U,M,P",,,,,하,,,,,,,,아이들나라,,"Home, 아이들나라",
,IMCS_IPTV_032,,IMCS,IPTV,,3차,2023-01-26,4차,2023-01-26,API,IPTV,상품,Product,서비스,가입자의 가입 상품 목록 제공,getUXProductList,,R,,,,,중,,,,,,,,아이들나라,,"Home, 아이들나라",
,IMCS_IPTV_033,반영완료,IMCS,IPTV,,2차,2022-05-24,2차,,API,IPTV,상품,Subscriber,서비스,쿠폰 목록 조회,getUXCouponList,,R,전환완료,,,,하,,,,,,,,아이들나라,,"Home, 아이들나라",
,IMCS_IPTV_034,,IMCS,IPTV,,3차,2023-03-29,5차,2023-03-29,API,IPTV,시청,Watching,서비스,엔스크린 VOD이어보기 정보 제공,getUXViewInfo,,R,,,,,중,,,,,,,,아이들나라,,"Home, 아이들나라",
,IMCS_IPTV_035,반영완료,IMCS,IPTV,,4차,2022-12-12,4차,2022-11-30,API,IPTV,컨텐츠,VodLookup,서비스,"멀티앨범에 대한 이미지 및 I30 편성경로, 추가정보 제공 (I30 편성 기준)",getI30MapInfo,윤용진2 (1차 개발 완료 : 아이들나라 변경 건 적용 후 반영),R,,,,,하,,,,,,,,아이들나라,,"Home, 아이들나라",
,IMCS_IPTV_036,반영완료,IMCS,IPTV,,2차,2022-05-25,2차,,API,IPTV,컨텐츠,VodLookup,서비스,왓차/씨네21 리뷰 제공,getUXContReview,차승민,R,전환완료,,,,하,,,,,,,,아이들나라,,"Home, 아이들나라",
,IMCS_IPTV_037,,IMCS,IPTV,,4차,2023-02-15,4차,2023-02-15,API,IPTV,시청,Watching,서비스,아이들나라 시청관리 및 독서관리 정보 제공,getI30KidsWatch,,"R,M",,,,,하,,,,,,,,아이들나라,,아이들나라,
,IMCS_IPTV_038,,IMCS,IPTV,,4차,2023-02-15,4차,2023-02-15,API,IPTV,시청,Watching,서비스,아이들나라 영어 학습 관리 정보 제공,getNXKidsEStudy,,"R,M",,,,,하,,,,,,,,아이들나라,,아이들나라,
,IMCS_IPTV_039,,IMCS,IPTV,,4차,2023-03-08,4차,2023-03-08,API,IPTV,시청,Watching,서비스,특정 카테고리 내 마지막 시청한 앨범 ID,getNXLastWatch,,R,,,,,하,,,,,,,,아이들나라,,아이들나라,
,IMCS_IPTV_040,반영완료,IMCS,IPTV,,4차,2022-10-05,3차,2022-10-1차,API,IPTV,컨텐츠,VodLookup,서비스,아이들나라 소리펜 nProj 파일 리스트 제공,getNXKidPenList,,R,전환완료,,,,하,,,,,,,,아이들나라,,아이들나라,
,IMCS_IPTV_041,반영완료,IMCS,IPTV,,4차,2022-10-05,3차,2022-10-1차,API,IPTV,컨텐츠,VodLookup,서비스,아이들나라 소리펜 액션 정보 제공 (도서별),getNXKidPenBook,,R,전환완료,,,,하,,,,,,,,아이들나라,,아이들나라,
,IMCS_IPTV_042,반영완료,IMCS,IPTV,,3차,2022-10-05,3차,2022-10-1차,API,IPTV,EPG,Product,서비스,실시간 채널 정보 제공,getI30UseChList,,R,전환완료,,,,하,,,,,,,,,,Home,
,IMCS_IPTV_043,반영완료,IMCS,IPTV,,2차,2022-05-24,2차,,API,IPTV,컨텐츠,VodLookup,서비스,비슷한 영화(왓챠) 정보 제공,getUXSimilarList,이광재,R,전환완료,,,,하,,,,,,,,,,"Home, 유플릭스",
,IMCS_IPTV_044,반영완료,IMCS,IPTV,,2차,2022-05-24,2차,,API,IPTV,컨텐츠,Watching,서비스,컨텐츠 시청정보 제공 (멀티앨범),getUXMultiConts,김도혜,R,전환완료,,,,하,,,,,,,,,,Home,
,IMCS_IPTV_045,반영완료,IMCS,IPTV,,2차,2022-05-24,2차,,API,IPTV,컨텐츠,VodLookup,서비스,대기영상 정보 제공,getUXContVod,이정수1,R,전환완료,,,,하,,,,,,,,,,Home,
,IMCS_IPTV_046,반영완료,IMCS,IPTV,,2차,2022-05-25,2차,,API,IPTV,컨텐츠,VodLookup,서비스,상위 전체 카테고리 리스트 가져오기 (광고노출용),getUXCatDepthIDs,이정수2,R,전환완료,,,,하,,,,,,,,,,Home,
,IMCS_IPTV_047,반영완료,IMCS,IPTV,,2차,2022-05-24,2차,,API,IPTV,컨텐츠,VodLookup,서비스,Smart UX 리스트 업데이트 주기 제공,getUXPeriod,U+1,R,전환완료,,,,하,,,,,,,,,,Home,
,IMCS_IPTV_048,반영완료,IMCS,IPTV,,2차,2022-05-25,2차,,API,IPTV,컨텐츠,VodLookup,서비스,단축 채널 번호 정보,getUXInfoByDCA,권형도2,R,전환완료,,,,하,,,,,,,,,,Home,
,IMCS_IPTV_049,,IMCS,IPTV,,3차,2023-01-16,3차,2023-01-16,API,IPTV,컨텐츠,Product,서비스,미가입채널 업셀링 가입정보 제공,getUXUpsellingCH,,R,,,,,중,,,,,,,,,,Home,
,IMCS_IPTV_050,제외,IMCS,IPTV,,2차,,,,API,IPTV,컨텐츠,,서비스,추천 VOD 목록 제공 (영화월정액 앱에서만 사용),getUXSuggestVOD,,R,,,,,하,,,,,,,,,,"Home, 유플릭스",
,IMCS_IPTV_051,제외,IMCS,IPTV,,2차,,,,API,IPTV,컨텐츠,,서비스,I30 리스트 업데이트 주기 제공,getI30Period,,R,,,,,하,,,,,,,,,,Home,
,IMCS_IPTV_052,반영완료,IMCS,IPTV,,2차,2022-05-24,2차,,API,IPTV,상품,Product,서비스,유플릭스 연관컨텐츠 목록 제공,getFXRelation,이광재,R,전환완료,,,,중,,,,,,,,,,유플릭스,
,IMCS_IPTV_053,,IMCS,IPTV,,3차,2023-03-29,5차,2023-03-29,API,IPTV,상품,Product,서비스,"PC 유플릭스에서 구매를 하기 위해 컨텐츠 정보, 구매 정보, 상품 정보, 쿠폰정보를 제공",getFXContStat,,R,,,,,중,,,,,,,,,,유플릭스,
,IMCS_IPTV_054,,IMCS,IPTV,,3차,2023-03-29,5차,2023-03-29,API,IPTV,상품,Product,서비스,"Smart UX UFLIX컨텐츠 정보, 구매 정보, 쿠폰 정보 제공",getUFContStat,,R,,,,,중,,,,,,,,,,유플릭스,
,IMCS_IPTV_055,,IMCS,IPTV,,3차,2023-02-15,4차,2023-02-15,API,IPTV,상품,Product,서비스,유플릭스 요금제 가입정보 제공,getFXProdInfo,,R,,,,,하,,,,,,,,,,유플릭스,
,IMCS_IPTV_056,,IMCS,IPTV,3차,2차 → 3차,2023-01-26,3차,2023-01-26,API,IPTV,컨텐츠,Subscriber,서비스,유플릭스 관심장르 리스트 제공,getFXFavorGenre,모바일과 같이 사용 모바일 전환시 같이 전환,R,,,,,하,,,,,,,,,,유플릭스,
,IMCS_IPTV_057,,IMCS,IPTV,3차,2차 → 3차,2023-01-26,3차,2023-01-26,API,IPTV,컨텐츠,Subscriber,서비스,유플릭스 관심장르 설정,setFXFavorGenre,모바일과 같이 사용 모바일 전환시 같이 전환,CU,,,,,하,,,,,,,,,,유플릭스,
,IMCS_IPTV_058,,IMCS,IPTV,,3차,2023-03-22,5차,2023-03-22,API,IPTV,시청,Watching,서비스,유플릭스 시청목록 제공,getFXReposited,,R,,,,,상,,,,,,,,,,유플릭스,
,IMCS_IPTV_059,,IMCS,IPTV,3차,2차 → 3차,2023-03-29,5차,2023-03-29,API,IPTV,시청,Watching,서비스,유플릭스 시청목록에서 선택한 앨범 삭제,rmFXWatchHis,임대근3,"U,M,P",,,,,하,,,,,,,,,,유플릭스,
,IMCS_IPTV_060,,IMCS,IPTV,3차,2차 → 3차,2023-03-29,5차,2023-03-29,API,IPTV,시청,Watching,서비스,유플릭스 시청목록 전체 앨범 삭제,rmFXAllWatchHis,임대근4,"U,M,P",,,,,하,,,,,,,,,,유플릭스,
,IMCS_IPTV_061,,IMCS,IPTV,,3차,2023-01-26,4차,2023-01-26,API,IPTV,시청,Watching,서비스,월정액 청약철회시 해지 문구 제공,chkSubProdInfo,시청이력 기반의 상품 해지 정보 제공,R,,,,,하,,,,,,,,아이들나라,,"Home, 아이들나라",
,IMCS_IPTV_062,,IMCS,IPTV,,3차,2023-03-29,5차,2023-03-29,API,IPTV,구매,Product,서비스,구매한도액 및 잔액 정보 제공,chkLimitAmountC,"구매 한도액을 확인하는 기능
유큐브 인터페이스를 통해 한도액을 가져옴. 
(구매한도액은 고객센터를 통해서 등록)",R,,,,,상,,,,유큐브,,,,아이들나라,,"Home, 아이들나라",
,IMCS_IPTV_063,반영완료,IMCS,IPTV,,2차 → 3차,2022-10-05,3차,2022-10-1차,API,IPTV,컨텐츠,VodLookup,서비스,IMDb 인물 및 출연작 정보 제공,getNXIMDbList,,R,전환완료,,,,하,,,,,,,,,,Home,
,IMCS_IPTV_064,반영완료,IMCS,IPTV,,2차,2022-06-30,2차,,API,IPTV,컨텐츠,VodLookup,서비스,가나다 검색,searchByUXList,,R,전환완료,,,,상,,,,,,,,,,Home,
,IMCS_IPTV_065,,IMCS,IPTV,,3차,2023-03-22,5차,2023-03-22,API,IPTV,컨텐츠,Subscriber,서비스,긴급 공지,getCenterStatus,,R,,,,,하,,,,,,,,,,Home,
,IMCS_IPTV_066,"제외→개발
반영완료",IMCS,IPTV,,,2022-10-26,3차,2022-10-2차,API,IPTV,,VodLookup,서비스,전체 카테고리 리스트와 편성된 단편 컨텐츠 정보 제공,getUXLists,페이드아웃 대상 (TVG(I20) 임시사용),R,전환완료,,,,,,,,,,,,,,,
,IMCS_IPTV_067,제외,IMCS,IPTV,,,,,,API,IPTV,,,서비스,전체 카테고리 리스트 제공 (카테고리만),getUXMenuList,페이드아웃 대상 (TVG(I20) 임시사용),,,,,,,,,,,,,,,,,
,IMCS_IPTV_068,"제외→개발
반영완료",IMCS,IPTV,,,2022-10-05,3차,2022-10-1차,API,IPTV,,VodLookup,서비스,특정 카테고리 내 컨텐츠 목록 제공 (단편 카테고리),getUXAlbumList,페이드아웃 대상 (TVG(I20) 임시사용),R,전환완료,,,,,,,,,,,,,,,
,IMCS_IPTV_069,제외→개발,IMCS,IPTV,,,2023-03-08,4차,2023-03-08,API,IPTV,,VodLookup,서비스,KIDS Home 전용 카테고리 및 컨텐츠 정보 제공,getI30KidsList,페이드아웃 대상 (아이들나라 4.0 이후),,,,,,,,,,,,,,,,,
,IMCS_IPTV_070,"제외→개발
반영완료",IMCS,IPTV,,,2022-10-05,3차,2022-10-1차,API,IPTV,,VodLookup,서비스,하위 카테고리에 편성된 전체 컨텐츠 수 가져오기,getNXSubCount,페이드아웃 대상 (아이들나라 4.0 이후),R,전환완료,,,,,,,,,,,,,,,
,IMCS_IPTV_071,"제외→개발
반영완료",IMCS,IPTV,,,2022-12-12,3차,2022-11-30,API,IPTV,,VodLookup,서비스,Smart UX/NEXTUI 컨텐트 상세 정보 가져오기,getUXContDtl,페이드아웃 대상 (TVG(I20) 임시사용),R,,,,,,,,,,,,,,,,
,IMCS_IPTV_072,"제외→개발
반영완료",IMCS,IPTV,,,2022-10-05,3차,2022-10-1차,API,IPTV,,VodLookup,서비스,상세 줄거리/예고편/스틸이미지 제공,getUXMoreInfo,페이드아웃 대상 (TVG(I20) 임시사용),R,전환완료,,,,,,,,,,,,,,,
,IMCS_IPTV_073,"제외→개발
반영완료",IMCS,IPTV,,,2022-10-26,3차,2022-10-2차,API,IPTV,,VodLookup,서비스,I30 시리즈 컨텐츠 전체 리스트 가져오기,getI30ContList,페이드아웃 대상,R,전환완료,,,,,,,,,,,,,,,
,IMCS_IPTV_074,"제외→개발
반영완료",IMCS,IPTV,,,2022-10-26,3차,2022-10-2차,API,IPTV,,VodLookup,서비스,Smart UX 시리즈 컨텐츠 전체 리스트 가져오기,getUXContList,페이드아웃 대상 (TVG(I20) 임시사용),R,전환완료,,,,,,,,,,,,,,,
,IMCS_IPTV_075,,IMCS,IPTV,,3차,2023-03-29,5차,2023-03-29,API,IPTV,상품,Product,서비스,Smart UX/NEXTUI 컨텐츠 타입 조회(쿠폰연동),getUXContStatCp,페이드아웃 대상 (TVG(I20) 임시사용),R,,,,,상,,,,,,,,,,,
,IMCS_IPTV_076,제외→개발,IMCS,IPTV,,,2023-03-29,5차,2023-03-29,API,IPTV,,Product,서비스,Smart UX 컨텐츠 타입 조회,getUXContStat,페이드아웃 대상 (사용금지),,,,,,,,,,,,,,,,,
,IMCS_IPTV_077,제외,IMCS,IPTV,,,,,,API,IPTV,,,서비스,패키지 상품에 포함된 컨텐츠의 상세 정보 제공,getI30PKGList,페이드아웃 대상,,,,,,,,,,,,,,,,,
,IMCS_IPTV_078,제외,IMCS,IPTV,,,,,,API,IPTV,,,서비스,해달 앨범이 포함된 전체 PPS 목록 제공,getUXMultiPPS,페이드아웃 대상,,,,,,,,,,,,,,,,,
,IMCS_IPTV_079,제외→개발,IMCS,IPTV,,,2023-03-22,5차,2023-03-22,API,IPTV,,Watching,서비스,I30/키즈 시청 목록 가져오기,getI30Reposited,페이드아웃 대상,,,,,,,,,,,,,,,,,
,IMCS_IPTV_080,제외→개발,IMCS,IPTV,,,2023-03-22,5차,2023-03-22,API,IPTV,,Watching,서비스,STB 시청 목록 가져오기,getUXReposited,페이드아웃 대상 (TVG(I20) 임시사용),,,,,,,,,,,,,,,,,
,IMCS_IPTV_081,제외→개발,IMCS,IPTV,,,2023-03-22,5차,2023-03-22,API,IPTV,,Watching,서비스,Smart UX 시청 목록 제공,getUXWatchHis,페이드아웃 대상 (TVG(I20) 임시사용),,,,,,,,,,,,,,,,,
,IMCS_IPTV_082,제외→개발,IMCS,IPTV,,,2023-03-22,5차,2023-03-22,API,IPTV,,Purchasing,서비스,Smart UX 구매 목록 가져오기,getUXPurchased,페이드아웃 대상 (TVG(I20) 임시사용),,,,,,,,,,,,,,,,,
,IMCS_IPTV_083,제외,IMCS,IPTV,,,,,,API,IPTV,,,서비스,2NDTV 미가입채널 업셀링 가입정보 제공,get2ndUpsellCH,페이드아웃 대상 (미사용 : 2nd TV 서비스 종료),,,,,,,,,,,,,,,,,
,IMCS_IPTV_084,제외,IMCS,IPTV,,,,,,API,IPTV,,,서비스,2NDTV 앨범 내 컨텐츠 리스트 제공,getUXContentID,페이드아웃 대상 (미사용 : 2nd TV 서비스 종료),,,,,,,,,,,,,,,,,
,IMCS_IPTV_085,"제외→개발
반영완료",IMCS,IPTV,,,2022-10-05,3차,2022-10-1차,API,IPTV,,Subscriber,서비스,평점 설정,setUXPoint,페이드아웃 대상 (미사용),R,전환완료,,,,,,,,,,,,,,,
,IMCS_IPTV_086,제외(확인중),IMCS,IPTV,,,2023-03-08,TBD,2023-03-08,API,IPTV,,Subscriber,서비스,고객이 찜한 찜목록 정보 제공,getI30FavorList,페이드아웃 대상 (미사용 : MIMS 이관),,,,,,,,,,,,,,,,,
,IMCS_IPTV_087,제외(확인중),IMCS,IPTV,,,2023-03-08,TBD,2023-03-08,API,IPTV,,Subscriber,서비스,Wish List 등록,addUXFavorite,페이드아웃 대상 (미사용 : MIMS 이관),,,,,,,,,,,,,,,,,
,IMCS_IPTV_088,제외(확인중),IMCS,IPTV,,,2023-03-08,TBD,2023-03-08,API,IPTV,,Subscriber,서비스,Wish List 선택한 컨텐츠 삭제,removeUXFavor,페이드아웃 대상 (미사용 : MIMS 이관),,,,,,,,,,,,,,,,,
,IMCS_IPTV_089,제외(확인중),IMCS,IPTV,,,2023-03-08,TBD,2023-03-08,API,IPTV,,Subscriber,서비스,유플릭스 찜목록 제공,getFXFavorList,페이드아웃 대상 (미사용 : MIMS 이관),,,,,,,,,,,,,,,,,
,IMCS_IPTV_090,제외(확인중),IMCS,IPTV,,,2023-03-08,TBD,2023-03-08,API,IPTV,,Subscriber,서비스,유플릭스 찜목록 등록,addFXFavorite,페이드아웃 대상 (미사용 : MIMS 이관),,,,,,,,,,,,,,,,,
,IMCS_IPTV_091,제외(확인중),IMCS,IPTV,,,2023-03-08,TBD,2023-03-08,API,IPTV,,Subscriber,서비스,유플릭스 찜목록에서 선택한 앨범 삭제,rmFXFavorite,페이드아웃 대상 (미사용 : MIMS 이관),,,,,,,,,,,,,,,,,
,IMCS_IPTV_092,제외(확인중),IMCS,IPTV,,,2023-03-08,TBD,2023-03-08,API,IPTV,,Subscriber,서비스,유플릭스 찜목록 전체 앨범 삭제,rmFXAllFavor,페이드아웃 대상 (미사용 : MIMS 이관),,,,,,,,,,,,,,,,,
,IMCS_IPTV_093,제외,IMCS,IPTV,,,,,,API,IPTV,,,서비스,특정 월정액 가입여부 확인,getUXSubscripti,페이드아웃 대상 (사용여부확인),,,,,,,,,,,,,,,,,
,IMCS_IPTV_094,반영완료(추가),IMCS,IPTV,,2차,2022-05-24,2차,,API,IPTV,컨텐츠,VodLookup,서비스,실시간 시청 중 VOD 바로가기를 위한 컨텐츠 정보 제공,getNXChnlByVOD,,R,전환완료,,,,중,,,,,,,,,,Home,
,IMCS_IPTV_095,"추가
반영완료",IMCS,IPTV,,4차,2022-12-12,4차,2022-11-30,API,IPTV,아이들나라,VodLookup,서비스,아이들나라 흘려듣기 영상 전체 목록 제공,getNXKidsGuide,,R,,,,,중,,,,,,,,아이들나라,,아이들나라,
